code,date,value
LME.COM.CU_SPOT,2023-04-30,170.836312
LME.COM.CU_SPOT,2023-05-01,168.909846
LME.COM.CU_SPOT,2023-05-02,176.564547
LME.COM.CU_SPOT,2023-05-03,170.649496
LME.COM.CU_SPOT,2023-05-04,175.372545
LME.COM.CU_SPOT,2023-05-05,173.079838
LME.COM.CU_SPOT,2023-05-06,170.570752
LME.COM.CU_SPOT,2023-05-07,169.506663
LME.COM.CU_SPOT,2023-05-08,173.049045
LME.COM.CU_SPOT,2023-05-09,173.217118
LME.COM.CU_SPOT,2023-05-10,173.426664
LME.COM.CU_SPOT,2023-05-11,174.985682
LME.COM.CU_SPOT,2023-05-12,174.667046
LME.COM.CU_SPOT,2023-05-13,168.046092
LME.COM.CU_SPOT,2023-05-14,175.33266
LME.COM.CU_SPOT,2023-05-15,172.253741
LME.COM.CU_SPOT,2023-05-16,169.753839
LME.COM.CU_SPOT,2023-05-17,171.506664
LME.COM.CU_SPOT,2023-05-18,171.739338
LME.COM.CU_SPOT,2023-05-19,172.335196
LME.COM.CU_SPOT,2023-05-20,171.759923
LME.COM.CU_SPOT,2023-05-21,174.79428
LME.COM.CU_SPOT,2023-05-22,167.462234
LME.COM.CU_SPOT,2023-05-23,174.350907
LME.COM.CU_SPOT,2023-05-24,176.605885
LME.COM.CU_SPOT,2023-05-25,171.101098
LME.COM.CU_SPOT,2023-05-26,174.835722
LME.COM.CU_SPOT,2023-05-27,174.451496
LME.COM.CU_SPOT,2023-05-28,172.793877
LME.COM.CU_SPOT,2023-05-29,171.488686
LME.COM.CU_SPOT,2023-05-30,176.298207
LME.COM.CU_SPOT,2023-05-31,174.665134
LME.COM.CU_SPOT,2023-06-01,176.411914
LME.COM.CU_SPOT,2023-06-02,175.244533
LME.COM.CU_SPOT,2023-06-03,170.211285
LME.COM.CU_SPOT,2023-06-04,170.016593
LME.COM.CU_SPOT,2023-06-05,173.227377
LME.COM.CU_SPOT,2023-06-06,175.290588
LME.COM.CU_SPOT,2023-06-07,170.019572
LME.COM.CU_SPOT,2023-06-08,175.668163
LME.COM.CU_SPOT,2023-06-09,176.069062
LME.COM.CU_SPOT,2023-06-10,174.054653
LME.COM.CU_SPOT,2023-06-11,174.407229
LME.COM.CU_SPOT,2023-06-12,173.606696
LME.COM.CU_SPOT,2023-06-13,175.209927
LME.COM.CU_SPOT,2023-06-14,172.932936
LME.COM.CU_SPOT,2023-06-15,172.708667
LME.COM.CU_SPOT,2023-06-16,174.512122
LME.COM.CU_SPOT,2023-06-17,173.80263
LME.COM.CU_SPOT,2023-06-18,173.022884
LME.COM.CU_SPOT,2023-06-19,170.44604
LME.COM.CU_SPOT,2023-06-20,173.125475
LME.COM.CU_SPOT,2023-06-21,176.66383
LME.COM.CU_SPOT,2023-06-22,172.819456
LME.COM.CU_SPOT,2023-06-23,175.866242
LME.COM.CU_SPOT,2023-06-24,174.290203
LME.COM.CU_SPOT,2023-06-25,170.32086
LME.COM.CU_SPOT,2023-06-26,177.919569
LME.COM.CU_SPOT,2023-06-27,174.201553
LME.COM.CU_SPOT,2023-06-28,174.989305
LME.COM.CU_SPOT,2023-06-29,173.22079
LME.COM.CU_SPOT,2023-06-30,175.057992
LME.COM.CU_SPOT,2023-07-01,175.102703
LME.COM.CU_SPOT,2023-07-02,174.450607
LME.COM.CU_SPOT,2023-07-03,175.706675
LME.COM.CU_SPOT,2023-07-04,175.771055
LME.COM.CU_SPOT,2023-07-05,173.121838
LME.COM.CU_SPOT,2023-07-06,172.036377
LME.COM.CU_SPOT,2023-07-07,172.99133
LME.COM.CU_SPOT,2023-07-08,176.247806
LME.COM.CU_SPOT,2023-07-09,175.099871
LME.COM.CU_SPOT,2023-07-10,174.157337
LME.COM.CU_SPOT,2023-07-11,176.016642
LME.COM.CU_SPOT,2023-07-12,176.72633
LME.COM.CU_SPOT,2023-07-13,175.317811
LME.COM.CU_SPOT,2023-07-14,176.897275
LME.COM.CU_SPOT,2023-07-15,178.331246
LME.COM.CU_SPOT,2023-07-16,177.029739
LME.COM.CU_SPOT,2023-07-17,174.672662
LME.COM.CU_SPOT,2023-07-18,177.231908
LME.COM.CU_SPOT,2023-07-19,173.234469
LME.COM.CU_SPOT,2023-07-20,178.176459
LME.COM.CU_SPOT,2023-07-21,175.66663
LME.COM.CU_SPOT,2023-07-22,178.356195
LME.COM.CU_SPOT,2023-07-23,176.789604
LME.COM.CU_SPOT,2023-07-24,172.317152
LME.COM.CU_SPOT,2023-07-25,173.246103
LME.COM.CU_SPOT,2023-07-26,178.162422
LME.COM.CU_SPOT,2023-07-27,172.360779
LME.COM.CU_SPOT,2023-07-28,175.930609
LME.COM.CU_SPOT,2023-07-29,180.554614
LME.COM.CU_SPOT,2023-07-30,171.790895
LME.COM.CU_SPOT,2023-07-31,173.628102
LME.COM.CU_SPOT,2023-08-01,174.66883
LME.COM.CU_SPOT,2023-08-02,174.99614
LME.COM.CU_SPOT,2023-08-03,178.001922
LME.COM.CU_SPOT,2023-08-04,175.119618
LME.COM.CU_SPOT,2023-08-05,176.456111
LME.COM.CU_SPOT,2023-08-06,177.093377
LME.COM.CU_SPOT,2023-08-07,175.3282
LME.COM.CU_SPOT,2023-08-08,174.415314
LME.COM.CU_SPOT,2023-08-09,177.613759
LME.COM.CU_SPOT,2023-08-10,174.369026
LME.COM.CU_SPOT,2023-08-11,178.15405
LME.COM.CU_SPOT,2023-08-12,176.471597
LME.COM.CU_SPOT,2023-08-13,177.397948
LME.COM.CU_SPOT,2023-08-14,172.072209
LME.COM.CU_SPOT,2023-08-15,176.551078
LME.COM.CU_SPOT,2023-08-16,179.182013
LME.COM.CU_SPOT,2023-08-17,173.273808
LME.COM.CU_SPOT,2023-08-18,178.128358
LME.COM.CU_SPOT,2023-08-19,177.108418
LME.COM.CU_SPOT,2023-08-20,176.734149
LME.COM.CU_SPOT,2023-08-21,174.639386
LME.COM.CU_SPOT,2023-08-22,178.74386
LME.COM.CU_SPOT,2023-08-23,173.192043
LME.COM.CU_SPOT,2023-08-24,171.539336
LME.COM.CU_SPOT,2023-08-25,176.396022
LME.COM.CU_SPOT,2023-08-26,174.004599
LME.COM.CU_SPOT,2023-08-27,177.896766
LME.COM.CU_SPOT,2023-08-28,170.208894
LME.COM.CU_SPOT,2023-08-29,177.054173
LME.COM.CU_SPOT,2023-08-30,176.597008
LME.COM.CU_SPOT,2023-08-31,175.935245
LME.COM.CU_SPOT,2023-09-01,171.767982
LME.COM.CU_SPOT,2023-09-02,175.885795
LME.COM.CU_SPOT,2023-09-03,179.101262
LME.COM.CU_SPOT,2023-09-04,173.995723
LME.COM.CU_SPOT,2023-09-05,176.278886
LME.COM.CU_SPOT,2023-09-06,177.942796
LME.COM.CU_SPOT,2023-09-07,175.880548
LME.COM.CU_SPOT,2023-09-08,176.35486
LME.COM.CU_SPOT,2023-09-09,173.058462
LME.COM.CU_SPOT,2023-09-10,174.922871
LME.COM.CU_SPOT,2023-09-11,176.631869
LME.COM.CU_SPOT,2023-09-12,180.823557
LME.COM.CU_SPOT,2023-09-13,175.788453
LME.COM.CU_SPOT,2023-09-14,174.04563
LME.COM.CU_SPOT,2023-09-15,174.005451
LME.COM.CU_SPOT,2023-09-16,177.127854
LME.COM.CU_SPOT,2023-09-17,175.167334
LME.COM.CU_SPOT,2023-09-18,177.718386
LME.COM.CU_SPOT,2023-09-19,176.927773
LME.COM.CU_SPOT,2023-09-20,177.653605
LME.COM.CU_SPOT,2023-09-21,176.706232
LME.COM.CU_SPOT,2023-09-22,177.108754
LME.COM.CU_SPOT,2023-09-23,179.308478
LME.COM.CU_SPOT,2023-09-24,175.214974
LME.COM.CU_SPOT,2023-09-25,175.099615
LME.COM.CU_SPOT,2023-09-26,177.163098
LME.COM.CU_SPOT,2023-09-27,178.303065
LME.COM.CU_SPOT,2023-09-28,178.032992
LME.COM.CU_SPOT,2023-09-29,176.257736
LME.COM.CU_SPOT,2023-09-30,176.71825
LME.COM.CU_SPOT,2023-10-01,176.302276
LME.COM.CU_SPOT,2023-10-02,177.136361
LME.COM.CU_SPOT,2023-10-03,177.493
LME.COM.CU_SPOT,2023-10-04,175.015405
LME.COM.CU_SPOT,2023-10-05,176.236089
LME.COM.CU_SPOT,2023-10-06,177.225501
LME.COM.CU_SPOT,2023-10-07,178.815451
LME.COM.CU_SPOT,2023-10-08,181.18777
LME.COM.CU_SPOT,2023-10-09,177.426211
LME.COM.CU_SPOT,2023-10-10,175.302341
LME.COM.CU_SPOT,2023-10-11,173.306402
LME.COM.CU_SPOT,2023-10-12,179.687109
LME.COM.CU_SPOT,2023-10-13,178.908047
LME.COM.CU_SPOT,2023-10-14,178.123394
LME.COM.CU_SPOT,2023-10-15,181.724321
LME.COM.CU_SPOT,2023-10-16,175.193834
LME.COM.CU_SPOT,2023-10-17,177.901173
LME.COM.CU_SPOT,2023-10-18,177.998019
LME.COM.CU_SPOT,2023-10-19,174.11239
LME.COM.CU_SPOT,2023-10-20,176.004838
LME.COM.CU_SPOT,2023-10-21,176.911955
LME.COM.CU_SPOT,2023-10-22,177.938579
LME.COM.CU_SPOT,2023-10-23,173.584302
LME.COM.CU_SPOT,2023-10-24,182.00496
LME.COM.CU_SPOT,2023-10-25,176.401064
LME.COM.CU_SPOT,2023-10-26,180.855857
LME.COM.CU_SPOT,2023-10-27,176.527481
LME.COM.CU_SPOT,2023-10-28,175.89978
LME.COM.CU_SPOT,2023-10-29,177.399366
LME.COM.CU_SPOT,2023-10-30,177.820577
LME.COM.CU_SPOT,2023-10-31,176.620823
LME.COM.CU_SPOT,2023-11-01,174.631192
LME.COM.CU_SPOT,2023-11-02,176.360414
LME.COM.CU_SPOT,2023-11-03,177.700171
LME.COM.CU_SPOT,2023-11-04,175.678077
LME.COM.CU_SPOT,2023-11-05,174.12401
LME.COM.CU_SPOT,2023-11-06,177.23389
LME.COM.CU_SPOT,2023-11-07,178.674083
LME.COM.CU_SPOT,2023-11-08,177.769448
LME.COM.CU_SPOT,2023-11-09,180.095742
LME.COM.CU_SPOT,2023-11-10,178.236593
LME.COM.CU_SPOT,2023-11-11,180.51507
LME.COM.CU_SPOT,2023-11-12,178.534246
LME.COM.CU_SPOT,2023-11-13,175.992904
LME.COM.CU_SPOT,2023-11-14,177.505319
LME.COM.CU_SPOT,2023-11-15,179.410905
LME.COM.CU_SPOT,2023-11-16,178.532985
LME.COM.CU_SPOT,2023-11-17,183.310075
LME.COM.CU_SPOT,2023-11-18,181.653929
LME.COM.CU_SPOT,2023-11-19,179.216729
LME.COM.CU_SPOT,2023-11-20,182.61614
LME.COM.CU_SPOT,2023-11-21,178.801348
LME.COM.CU_SPOT,2023-11-22,176.517996
LME.COM.CU_SPOT,2023-11-23,178.960247
LME.COM.CU_SPOT,2023-11-24,178.317158
LME.COM.CU_SPOT,2023-11-25,178.210446
LME.COM.CU_SPOT,2023-11-26,177.071452
LME.COM.CU_SPOT,2023-11-27,175.784814
LME.COM.CU_SPOT,2023-11-28,176.106995
LME.COM.CU_SPOT,2023-11-29,180.603887
LME.COM.CU_SPOT,2023-11-30,178.106385
LME.COM.CU_SPOT,2023-12-01,181.849457
LME.COM.CU_SPOT,2023-12-02,178.605805
LME.COM.CU_SPOT,2023-12-03,184.323635
LME.COM.CU_SPOT,2023-12-04,180.172417
LME.COM.CU_SPOT,2023-12-05,180.995017
LME.COM.CU_SPOT,2023-12-06,179.631294
LME.COM.CU_SPOT,2023-12-07,184.550708
LME.COM.CU_SPOT,2023-12-08,180.973989
LME.COM.CU_SPOT,2023-12-09,177.865695
LME.COM.CU_SPOT,2023-12-10,180.691891
LME.COM.CU_SPOT,2023-12-11,178.905725
LME.COM.CU_SPOT,2023-12-12,177.622799
LME.COM.CU_SPOT,2023-12-13,178.612874
LME.COM.CU_SPOT,2023-12-14,176.71279
LME.COM.CU_SPOT,2023-12-15,177.193833
LME.COM.CU_SPOT,2023-12-16,175.827354
LME.COM.CU_SPOT,2023-12-17,179.936321
LME.COM.CU_SPOT,2023-12-18,177.481923
LME.COM.CU_SPOT,2023-12-19,178.987823
LME.COM.CU_SPOT,2023-12-20,178.143193
LME.COM.CU_SPOT,2023-12-21,177.685698
LME.COM.CU_SPOT,2023-12-22,177.245251
LME.COM.CU_SPOT,2023-12-23,180.255792
LME.COM.CU_SPOT,2023-12-24,179.447737
LME.COM.CU_SPOT,2023-12-25,175.592138
LME.COM.CU_SPOT,2023-12-26,177.359952
LME.COM.CU_SPOT,2023-12-27,175.510538
LME.COM.CU_SPOT,2023-12-28,176.352986
LME.COM.CU_SPOT,2023-12-29,178.703974
LME.COM.CU_SPOT,2023-12-30,181.515241
LME.COM.CU_SPOT,2023-12-31,177.974371
LME.COM.CU_SPOT,2024-01-01,183.260906
LME.COM.CU_SPOT,2024-01-02,180.646496
LME.COM.CU_SPOT,2024-01-03,179.552968
LME.COM.CU_SPOT,2024-01-04,180.569331
LME.COM.CU_SPOT,2024-01-05,181.856577
LME.COM.CU_SPOT,2024-01-06,179.335232
LME.COM.CU_SPOT,2024-01-07,180.224987
LME.COM.CU_SPOT,2024-01-08,175.881973
LME.COM.CU_SPOT,2024-01-09,179.454563
LME.COM.CU_SPOT,2024-01-10,180.314262
LME.COM.CU_SPOT,2024-01-11,177.367178
LME.COM.CU_SPOT,2024-01-12,176.284843
LME.COM.CU_SPOT,2024-01-13,183.246779
LME.COM.CU_SPOT,2024-01-14,177.062108
LME.COM.CU_SPOT,2024-01-15,182.800213
LME.COM.CU_SPOT,2024-01-16,177.631242
LME.COM.CU_SPOT,2024-01-17,178.49639
LME.COM.CU_SPOT,2024-01-18,176.841891
LME.COM.CU_SPOT,2024-01-19,179.871423
LME.COM.CU_SPOT,2024-01-20,181.001659
LME.COM.CU_SPOT,2024-01-21,178.848845
LME.COM.CU_SPOT,2024-01-22,179.328819
LME.COM.CU_SPOT,2024-01-23,180.36126
LME.COM.CU_SPOT,2024-01-24,176.639211
LME.COM.CU_SPOT,2024-01-25,178.78819
LME.COM.CU_SPOT,2024-01-26,179.875778
LME.COM.CU_SPOT,2024-01-27,178.662349
LME.COM.CU_SPOT,2024-01-28,176.326585
LME.COM.CU_SPOT,2024-01-29,181.33177
LME.COM.CU_SPOT,2024-01-30,178.67
LME.COM.CU_SPOT,2024-01-31,176.464138
LME.COM.CU_SPOT,2024-02-01,180.240753
LME.COM.CU_SPOT,2024-02-02,180.153284
LME.COM.CU_SPOT,2024-02-03,178.870523
LME.COM.CU_SPOT,2024-02-04,180.334721
LME.COM.CU_SPOT,2024-02-05,180.330971
LME.COM.CU_SPOT,2024-02-06,182.487182
LME.COM.CU_SPOT,2024-02-07,181.128013
LME.COM.CU_SPOT,2024-02-08,179.508854
LME.COM.CU_SPOT,2024-02-09,182.842541
LME.COM.CU_SPOT,2024-02-10,180.865049
LME.COM.CU_SPOT,2024-02-11,181.462177
LME.COM.CU_SPOT,2024-02-12,177.705644
LME.COM.CU_SPOT,2024-02-13,179.296593
LME.COM.CU_SPOT,2024-02-14,182.732351
LME.COM.CU_SPOT,2024-02-15,179.093247
LME.COM.CU_SPOT,2024-02-16,181.337679
LME.COM.CU_SPOT,2024-02-17,181.015064
LME.COM.CU_SPOT,2024-02-18,184.66387
LME.COM.CU_SPOT,2024-02-19,179.458376
LME.COM.CU_SPOT,2024-02-20,178.053285
LME.COM.CU_SPOT,2024-02-21,181.635047
LME.COM.CU_SPOT,2024-02-22,186.536331
LME.COM.CU_SPOT,2024-02-23,179.520436
LME.COM.CU_SPOT,2024-02-24,180.787505
LME.COM.CU_SPOT,2024-02-25,180.355013
LME.COM.CU_SPOT,2024-02-26,182.336603
LME.COM.CU_SPOT,2024-02-27,183.335357
LME.COM.CU_SPOT,2024-02-28,180.424435
LME.COM.CU_SPOT,2024-02-29,176.356027
LME.COM.CU_SPOT,2024-03-01,182.469052
LME.COM.CU_SPOT,2024-03-02,183.613465
LME.COM.CU_SPOT,2024-03-03,181.535471
LME.COM.CU_SPOT,2024-03-04,182.799596
LME.COM.CU_SPOT,2024-03-05,180.888892
LME.COM.CU_SPOT,2024-03-06,180.051649
LME.COM.CU_SPOT,2024-03-07,181.867606
LME.COM.CU_SPOT,2024-03-08,181.80462
LME.COM.CU_SPOT,2024-03-09,180.554609
LME.COM.CU_SPOT,2024-03-10,181.346821
LME.COM.CU_SPOT,2024-03-11,181.62156
LME.COM.CU_SPOT,2024-03-12,180.608514
LME.COM.CU_SPOT,2024-03-13,181.236963
LME.COM.CU_SPOT,2024-03-14,182.288058
LME.COM.CU_SPOT,2024-03-15,180.778915
LME.COM.CU_SPOT,2024-03-16,179.61124
LME.COM.CU_SPOT,2024-03-17,181.346797
LME.COM.CU_SPOT,2024-03-18,179.784686
LME.COM.CU_SPOT,2024-03-19,179.943505
LME.COM.CU_SPOT,2024-03-20,174.339509
LME.COM.CU_SPOT,2024-03-21,178.143344
LME.COM.CU_SPOT,2024-03-22,182.674204
LME.COM.CU_SPOT,2024-03-23,179.678818
LME.COM.CU_SPOT,2024-03-24,182.258588
LME.COM.CU_SPOT,2024-03-25,182.220135
LME.COM.CU_SPOT,2024-03-26,183.082521
LME.COM.CU_SPOT,2024-03-27,183.79439
LME.COM.CU_SPOT,2024-03-28,183.160467
LME.COM.CU_SPOT,2024-03-29,179.31152
LME.COM.CU_SPOT,2024-03-30,178.909713
LME.COM.CU_SPOT,2024-03-31,183.958272
LME.COM.CU_SPOT,2024-04-01,182.859813
LME.COM.CU_SPOT,2024-04-02,185.194914
LME.COM.CU_SPOT,2024-04-03,183.706058
LME.COM.CU_SPOT,2024-04-04,184.374344
LME.COM.CU_SPOT,2024-04-05,180.375158
LME.COM.CU_SPOT,2024-04-06,180.554553
LME.COM.CU_SPOT,2024-04-07,181.830053
LME.COM.CU_SPOT,2024-04-08,185.252302
LME.COM.CU_SPOT,2024-04-09,181.794281
LME.COM.CU_SPOT,2024-04-10,184.36857
LME.COM.CU_SPOT,2024-04-11,180.764326
LME.COM.CU_SPOT,2024-04-12,181.483551
LME.COM.CU_SPOT,2024-04-13,181.693645
LME.COM.CU_SPOT,2024-04-14,187.211911
LME.COM.CU_SPOT,2024-04-15,179.541213
LME.COM.CU_SPOT,2024-04-16,181.373367
LME.COM.CU_SPOT,2024-04-17,185.062568
LME.COM.CU_SPOT,2024-04-18,183.732928
LME.COM.CU_SPOT,2024-04-19,182.336852
LME.COM.CU_SPOT,2024-04-20,179.862419
LME.COM.CU_SPOT,2024-04-21,182.273171
LME.COM.CU_SPOT,2024-04-22,180.58034
LME.COM.CU_SPOT,2024-04-23,183.333469
LME.COM.CU_SPOT,2024-04-24,184.383892
LME.COM.CU_SPOT,2024-04-25,183.819497
LME.COM.CU_SPOT,2024-04-26,181.950991
LME.COM.CU_SPOT,2024-04-27,183.802284
LME.COM.CU_SPOT,2024-04-28,183.606782
LME.COM.CU_SPOT,2024-04-29,178.51975
LME.COM.CU_SPOT,2024-04-30,179.296072
LME.COM.CU_SPOT,2024-05-01,183.408199
LME.COM.CU_SPOT,2024-05-02,180.657262
LME.COM.CU_SPOT,2024-05-03,177.430552
LME.COM.CU_SPOT,2024-05-04,186.004259
LME.COM.CU_SPOT,2024-05-05,182.63629
LME.COM.CU_SPOT,2024-05-06,183.93134
LME.COM.CU_SPOT,2024-05-07,182.28107
LME.COM.CU_SPOT,2024-05-08,185.371963
LME.COM.CU_SPOT,2024-05-09,184.160787
LME.COM.CU_SPOT,2024-05-10,183.567155
LME.COM.CU_SPOT,2024-05-11,183.290583
LME.COM.CU_SPOT,2024-05-12,184.137904
LME.COM.CU_SPOT,2024-05-13,183.352675
LME.COM.CU_SPOT,2024-05-14,181.057239
LME.COM.CU_SPOT,2024-05-15,185.942734
LME.COM.CU_SPOT,2024-05-16,183.686638
LME.COM.CU_SPOT,2024-05-17,183.044551
LME.COM.CU_SPOT,2024-05-18,180.897262
LME.COM.CU_SPOT,2024-05-19,178.911953
LME.COM.CU_SPOT,2024-05-20,182.930894
LME.COM.CU_SPOT,2024-05-21,184.402419
LME.COM.CU_SPOT,2024-05-22,183.762027
LME.COM.CU_SPOT,2024-05-23,184.779847
LME.COM.CU_SPOT,2024-05-24,184.93053
LME.COM.CU_SPOT,2024-05-25,186.27992
LME.COM.CU_SPOT,2024-05-26,183.535162
LME.COM.CU_SPOT,2024-05-27,186.030435
LME.COM.CU_SPOT,2024-05-28,182.912621
LME.COM.CU_SPOT,2024-05-29,183.539714
LME.COM.CU_SPOT,2024-05-30,182.790882
LME.COM.CU_SPOT,2024-05-31,183.87104
LME.COM.CU_SPOT,2024-06-01,185.538267
LME.COM.CU_SPOT,2024-06-02,182.581528
LME.COM.CU_SPOT,2024-06-03,184.259559
LME.COM.CU_SPOT,2024-06-04,183.842976
LME.COM.CU_SPOT,2024-06-05,180.705743
LME.COM.CU_SPOT,2024-06-06,179.309926
LME.COM.CU_SPOT,2024-06-07,186.418329
LME.COM.CU_SPOT,2024-06-08,183.776158
LME.COM.CU_SPOT,2024-06-09,185.336867
LME.COM.CU_SPOT,2024-06-10,182.87506
LME.COM.CU_SPOT,2024-06-11,182.499443
LME.COM.CU_SPOT,2024-06-12,182.609388
LME.COM.CU_SPOT,2024-06-13,183.749748
LME.COM.CU_SPOT,2024-06-14,181.082069
LME.COM.CU_SPOT,2024-06-15,186.421334
LME.COM.CU_SPOT,2024-06-16,177.488368
LME.COM.CU_SPOT,2024-06-17,182.264361
LME.COM.CU_SPOT,2024-06-18,186.390877
LME.COM.CU_SPOT,2024-06-19,184.2761
LME.COM.CU_SPOT,2024-06-20,185.1221
LME.COM.CU_SPOT,2024-06-21,184.614982
LME.COM.CU_SPOT,2024-06-22,185.929913
LME.COM.CU_SPOT,2024-06-23,178.64539
LME.COM.CU_SPOT,2024-06-24,182.645834
LME.COM.CU_SPOT,2024-06-25,182.462591
LME.COM.CU_SPOT,2024-06-26,186.11244
LME.COM.CU_SPOT,2024-06-27,182.172003
LME.COM.CU_SPOT,2024-06-28,182.387984
LME.COM.CU_SPOT,2024-06-29,183.677151
LME.COM.CU_SPOT,2024-06-30,185.877996
LME.COM.CU_SPOT,2024-07-01,183.151058
LME.COM.CU_SPOT,2024-07-02,185.174832
LME.COM.CU_SPOT,2024-07-03,184.297516
LME.COM.CU_SPOT,2024-07-04,189.301541
LME.COM.CU_SPOT,2024-07-05,187.062907
LME.COM.CU_SPOT,2024-07-06,186.446514
LME.COM.CU_SPOT,2024-07-07,189.223545
LME.COM.CU_SPOT,2024-07-08,183.411655
LME.COM.CU_SPOT,2024-07-09,182.011096
LME.COM.CU_SPOT,2024-07-10,181.632836
LME.COM.CU_SPOT,2024-07-11,185.668913
LME.COM.CU_SPOT,2024-07-12,185.173927
LME.COM.CU_SPOT,2024-07-13,183.812553
LME.COM.CU_SPOT,2024-07-14,184.098167
LME.COM.CU_SPOT,2024-07-15,184.9271
LME.COM.CU_SPOT,2024-07-16,181.356535
LME.COM.CU_SPOT,2024-07-17,185.963732
LME.COM.CU_SPOT,2024-07-18,186.600182
LME.COM.CU_SPOT,2024-07-19,187.700587
LME.COM.CU_SPOT,2024-07-20,185.239844
LME.COM.CU_SPOT,2024-07-21,187.537135
LME.COM.CU_SPOT,2024-07-22,183.677983
LME.COM.CU_SPOT,2024-07-23,186.05405
LME.COM.CU_SPOT,2024-07-24,185.49557
LME.COM.CU_SPOT,2024-07-25,182.61296
LME.COM.CU_SPOT,2024-07-26,186.469879
LME.COM.CU_SPOT,2024-07-27,187.368599
LME.COM.CU_SPOT,2024-07-28,185.546612
LME.COM.CU_SPOT,2024-07-29,184.908688
LME.COM.CU_SPOT,2024-07-30,187.630493
LME.COM.CU_SPOT,2024-07-31,181.977102
LME.COM.CU_SPOT,2024-08-01,181.869332
LME.COM.CU_SPOT,2024-08-02,184.762533
LME.COM.CU_SPOT,2024-08-03,185.769524
LME.COM.CU_SPOT,2024-08-04,184.981563
LME.COM.CU_SPOT,2024-08-05,186.067561
LME.COM.CU_SPOT,2024-08-06,183.953649
LME.COM.CU_SPOT,2024-08-07,184.930177
LME.COM.CU_SPOT,2024-08-08,184.799032
LME.COM.CU_SPOT,2024-08-09,187.035865
LME.COM.CU_SPOT,2024-08-10,186.034105
LME.COM.CU_SPOT,2024-08-11,184.611107
LME.COM.CU_SPOT,2024-08-12,186.091544
LME.COM.CU_SPOT,2024-08-13,185.337772
LME.COM.CU_SPOT,2024-08-14,186.899751
LME.COM.CU_SPOT,2024-08-15,182.850342
LME.COM.CU_SPOT,2024-08-16,188.031749
LME.COM.CU_SPOT,2024-08-17,185.402966
LME.COM.CU_SPOT,2024-08-18,185.784035
LME.COM.CU_SPOT,2024-08-19,187.09909
LME.COM.CU_SPOT,2024-08-20,190.77674
LME.COM.CU_SPOT,2024-08-21,184.780327
LME.COM.CU_SPOT,2024-08-22,186.076046
LME.COM.CU_SPOT,2024-08-23,184.787552
LME.COM.CU_SPOT,2024-08-24,189.869609
LME.COM.CU_SPOT,2024-08-25,183.510353
LME.COM.CU_SPOT,2024-08-26,186.798643
LME.COM.CU_SPOT,2024-08-27,186.589274
LME.COM.CU_SPOT,2024-08-28,183.913467
LME.COM.CU_SPOT,2024-08-29,188.932503
LME.COM.CU_SPOT,2024-08-30,186.718954
LME.COM.CU_SPOT,2024-08-31,186.124807
LME.COM.CU_SPOT,2024-09-01,185.031175
LME.COM.CU_SPOT,2024-09-02,186.14698
LME.COM.CU_SPOT,2024-09-03,182.565255
LME.COM.CU_SPOT,2024-09-04,187.709604
LME.COM.CU_SPOT,2024-09-05,185.160553
LME.COM.CU_SPOT,2024-09-06,190.286739
LME.COM.CU_SPOT,2024-09-07,183.866442
LME.COM.CU_SPOT,2024-09-08,187.958884
LME.COM.CU_SPOT,2024-09-09,185.79626
LME.COM.CU_SPOT,2024-09-10,187.181311
LME.COM.CU_SPOT,2024-09-11,188.190202
LME.COM.CU_SPOT,2024-09-12,187.843616
LME.COM.CU_SPOT,2024-09-13,187.93378
LME.COM.CU_SPOT,2024-09-14,185.566835
LME.COM.CU_SPOT,2024-09-15,187.20827
LME.COM.CU_SPOT,2024-09-16,187.357049
LME.COM.CU_SPOT,2024-09-17,185.912052
LME.COM.CU_SPOT,2024-09-18,189.166689
LME.COM.CU_SPOT,2024-09-19,186.350909
LME.COM.CU_SPOT,2024-09-20,182.386149
LME.COM.CU_SPOT,2024-09-21,184.164144
LME.COM.CU_SPOT,2024-09-22,186.381417
LME.COM.CU_SPOT,2024-09-23,185.841213
LME.COM.CU_SPOT,2024-09-24,187.441067
LME.COM.CU_SPOT,2024-09-25,184.354293
LME.COM.CU_SPOT,2024-09-26,187.391453
LME.COM.CU_SPOT,2024-09-27,189.592014
LME.COM.CU_SPOT,2024-09-28,185.042935
LME.COM.CU_SPOT,2024-09-29,186.10483
LME.COM.CU_SPOT,2024-09-30,188.558874
LME.COM.CU_SPOT,2024-10-01,188.774075
LME.COM.CU_SPOT,2024-10-02,183.868997
LME.COM.CU_SPOT,2024-10-03,192.411251
LME.COM.CU_SPOT,2024-10-04,186.37823
LME.COM.CU_SPOT,2024-10-05,186.369889
LME.COM.CU_SPOT,2024-10-06,186.459163
LME.COM.CU_SPOT,2024-10-07,183.676482
LME.COM.CU_SPOT,2024-10-08,186.031281
LME.COM.CU_SPOT,2024-10-09,186.928161
LME.COM.CU_SPOT,2024-10-10,186.614504
LME.COM.CU_SPOT,2024-10-11,189.246703
LME.COM.CU_SPOT,2024-10-12,188.408497
LME.COM.CU_SPOT,2024-10-13,186.781854
LME.COM.CU_SPOT,2024-10-14,189.192441
LME.COM.CU_SPOT,2024-10-15,185.211778
LME.COM.CU_SPOT,2024-10-16,190.867675
LME.COM.CU_SPOT,2024-10-17,188.015307
LME.COM.CU_SPOT,2024-10-18,184.745734
